Date,Week,Region,Brand,Category,Subcategory,Revenue,COGS,Gross_Profit,Operating_Expenses,Operating_Income,Units,Gross_Margin_Percentage,Operating_Margin_Percentage
2021-10-30,40,United States,American Eagle,Womens Apparel,Jeans,14835212.35,8953632.82,5881579.53,4694022.57,1187556.96,445090,39.65,8.0
2021-10-30,40,United States,American Eagle,Womens Apparel,Others,6848881.08,4377012.14,2471868.94,1620230.02,851638.93,137184,36.09,12.43
2021-10-30,40,United States,American Eagle,Womens Apparel,Tops,12791960.04,7975056.48,4816903.56,3767367.41,1049536.15,320320,37.66,8.2
2021-11-06,41,Canada,Aerie,Accessories,N/A,710731.94,391639.86,319092.08,197067.05,122025.03,21432,44.9,17.17
2021-11-06,41,Canada,Aerie,Activewear,N/A,2594307.2,1572441.27,1021865.92,764332.66,257533.26,80325,39.39,9.93
2021-11-06,41,Canada,Aerie,Intimates,N/A,2614582.17,1455753.88,1158828.3,793096.11,365732.19,87154,44.32,13.99
2021-11-06,41,Canada,Aerie,Swim,N/A,1206360.83,693313.22,513047.61,334159.13,178888.48,40746,42.53,14.83
2021-11-06,41,Canada,Aerie,Tops,N/A,1140947.7,724120.0,416827.7,312402.87,104424.83,39917,36.53,9.15
2021-11-06,41,Canada,American Eagle,Mens Apparel,Accessories,2642109.56,1472723.79,1169385.77,760493.01,408892.76,82505,44.26,15.48
2021-11-06,41,Canada,American Eagle,Mens Apparel,Active Bottoms,2591549.08,1599932.27,991616.82,730703.5,260913.31,67559,38.26,10.07
2021-11-06,41,Canada,American Eagle,Mens Apparel,Jeans,5009304.11,2853412.71,2155891.4,1452277.91,703613.48,101036,43.04,14.05
2021-11-06,41,Canada,American Eagle,Mens Apparel,Others,2331201.45,1585089.13,746112.33,712458.97,33653.35,50923,32.01,1.44
2021-11-06,41,Canada,American Eagle,Mens Apparel,Tops,2870724.61,1772462.72,1098261.9,771991.03,326270.87,70123,38.26,11.37
2021-11-06,41,Canada,American Eagle,Womens Apparel,Accessories,2562426.89,1376249.36,1186177.53,718472.79,467704.74,62937,46.29,18.25
2021-11-06,41,Canada,American Eagle,Womens Apparel,Dresses,2620175.58,1537570.46,1082605.12,712465.27,370139.85,65303,41.32,14.13
2021-11-06,41,Canada,American Eagle,Womens Apparel,Jeans,5322370.1,3221605.85,2100764.25,1573417.56,527346.7,112112,39.47,9.91
2021-11-06,41,Canada,American Eagle,Womens Apparel,Others,2765382.64,1815625.09,949757.55,593173.99,356583.56,69471,34.34,12.89
2021-11-06,41,Canada,American Eagle,Womens Apparel,Tops,3758229.76,2404848.27,1353381.49,1071061.52,282319.97,97487,36.01,7.51
2021-11-06,41,United States,Aerie,Accessories,N/A,1709517.01,907485.49,802031.52,451624.25,350407.27,49691,46.92,20.5
2021-11-06,41,United States,Aerie,Activewear,N/A,4199392.95,2690383.15,1509009.8,1353241.75,155768.05,129273,35.93,3.71
2021-11-06,41,United States,Aerie,Intimates,N/A,7202783.36,3790931.97,3411851.39,2120906.65,1290944.74,205857,47.37,17.92
2021-11-06,41,United States,Aerie,Swim,N/A,2496598.01,1427718.15,1068879.87,651018.65,417861.22,90503,42.81,16.74
2021-11-06,41,United States,Aerie,Tops,N/A,2544254.95,1602294.22,941960.73,793434.56,148526.17,78819,37.02,5.84
2021-11-06,41,United States,American Eagle,Mens Apparel,Accessories,6982263.74,3851795.82,3130467.92,1988980.46,1141487.46,189889,44.83,16.35
2021-11-06,41,United States,American Eagle,Mens Apparel,Active Bottoms,7756394.72,4769234.31,2987160.41,2070614.01,916546.39,223614,38.51,11.82
2021-11-06,41,United States,American Eagle,Mens Apparel,Jeans,18352136.46,10070220.97,8281915.49,4707662.84,3574252.66,368810,45.13,19.48
2021-11-06,41,United States,American Eagle,Mens Apparel,Others,8072654.07,5203497.76,2869156.31,2330328.66,538827.65,190726,35.54,6.67
2021-11-06,41,United States,American Eagle,Mens Apparel,Tops,12768840.49,7541012.96,5227827.53,3396640.48,1831187.05,292229,40.94,14.34
2021-11-06,41,United States,American Eagle,Womens Apparel,Accessories,8724875.66,4703117.04,4021758.62,2541784.27,1479974.35,185625,46.1,16.96
2021-11-06,41,United States,American Eagle,Womens Apparel,Dresses,9351359.06,5067139.63,4284219.44,2527837.22,1756382.22,235683,45.81,18.78
2021-11-06,41,United States,American Eagle,Womens Apparel,Jeans,15788557.78,9117477.13,6671080.65,4272658.19,2398422.46,436408,42.25,15.19
2021-11-06,41,United States,American Eagle,Womens Apparel,Others,7855560.8,5093344.77,2762216.03,2193603.6,568612.44,253428,35.16,7.24
2021-11-06,41,United States,American Eagle,Womens Apparel,Tops,15643920.55,9894961.42,5748959.13,4255635.68,1493323.45,319635,36.75,9.55
2021-11-13,42,Canada,Aerie,Accessories,N/A,777095.58,425651.65,351443.93,230899.78,120544.14,28137,45.23,15.51
2021-11-13,42,Canada,Aerie,Activewear,N/A,1648178.38,1022456.17,625722.21,427623.06,198099.15,44573,37.96,12.02
2021-11-13,42,Canada,Aerie,Intimates,N/A,2243679.38,1179774.54,1063904.84,598546.67,465358.17,60562,47.42,20.74
2021-11-13,42,Canada,Aerie,Swim,N/A,1056808.13,630355.08,426453.04,284952.4,141500.64,31379,40.35,13.39
2021-11-13,42,Canada,Aerie,Tops,N/A,990822.29,632174.25,358648.04,289386.95,69261.09,32485,36.2,6.99
2021-11-13,42,Canada,American Eagle,Mens Apparel,Accessories,2433801.81,1362607.3,1071194.51,723747.58,347446.93,71158,44.01,14.28
2021-11-13,42,Canada,American Eagle,Mens Apparel,Active Bottoms,2587785.05,1393425.97,1194359.09,794973.57,399385.52,62761,46.15,15.43
2021-11-13,42,Canada,American Eagle,Mens Apparel,Jeans,5026467.55,2984416.26,2042051.29,1271640.4,770410.89,143231,40.63,15.33
2021-11-13,42,Canada,American Eagle,Mens Apparel,Others,2120175.85,1407007.22,713168.63,634688.46,78480.16,64812,33.64,3.7
2021-11-13,42,Canada,American Eagle,Mens Apparel,Tops,3155402.01,1975729.74,1179672.27,849797.71,329874.57,67525,37.39,10.45
2021-11-13,42,Canada,American Eagle,Womens Apparel,Accessories,2441549.97,1331743.63,1109806.34,714688.93,395117.4,76758,45.45,16.18
2021-11-13,42,Canada,American Eagle,Womens Apparel,Dresses,2441038.13,1366982.98,1074055.15,693304.38,380750.77,64152,44.0,15.6
2021-11-13,42,Canada,American Eagle,Womens Apparel,Jeans,5325568.26,3173923.72,2151644.54,1619624.44,532020.11,109243,40.4,9.99
2021-11-13,42,Canada,American Eagle,Womens Apparel,Others,2291060.18,1566499.74,724560.44,641262.95,83297.49,70567,31.63,3.64
2021-11-13,42,Canada,American Eagle,Womens Apparel,Tops,4507684.94,2871610.48,1636074.46,1305007.75,331066.71,129275,36.3,7.34
2021-11-13,42,United States,Aerie,Accessories,N/A,2315183.36,1229417.32,1085766.04,654302.77,431463.27,84737,46.9,18.64
2021-11-13,42,United States,Aerie,Activewear,N/A,5248924.45,3165769.43,2083155.01,1617039.86,466115.15,172520,39.69,8.88
2021-11-13,42,United States,Aerie,Intimates,N/A,6853000.39,3758775.46,3094224.92,2012807.04,1081417.88,198286,45.15,15.78
2021-11-13,42,United States,Aerie,Swim,N/A,4008913.93,2316329.02,1692584.91,1171946.74,520638.17,121103,42.22,12.99
2021-11-13,42,United States,Aerie,Tops,N/A,3015119.4,1840467.42,1174651.98,685950.7,488701.29,87709,38.96,16.21
2021-11-13,42,United States,American Eagle,Mens Apparel,Accessories,7385943.04,3950521.07,3435421.97,1785321.28,1650100.69,216599,46.51,22.34
2021-11-13,42,United States,American Eagle,Mens Apparel,Active Bottoms,8149164.93,5041123.25,3108041.68,2272485.84,835555.84,179034,38.14,10.25
2021-11-13,42,United States,American Eagle,Mens Apparel,Jeans,14138187.4,8778099.89,5360087.51,3930642.21,1429445.3,402058,37.91,10.11
2021-11-13,42,United States,American Eagle,Mens Apparel,Others,7371586.95,4730373.22,2641213.73,2013685.11,627528.62,165826,35.83,8.51
2021-11-13,42,United States,American Eagle,Mens Apparel,Tops,13217956.03,8264592.24,4953363.79,3279138.56,1674225.23,292494,37.47,12.67
2021-11-13,42,United States,American Eagle,Womens Apparel,Accessories,7353832.07,4023234.75,3330597.32,2066505.7,1264091.63,204265,45.29,17.19
2021-11-13,42,United States,American Eagle,Womens Apparel,Dresses,7491025.68,4131524.1,3359501.58,1940082.26,1419419.31,173491,44.85,18.95
2021-11-13,42,United States,American Eagle,Womens Apparel,Jeans,16611605.81,9426220.4,7185385.41,4558388.27,2626997.14,510611,43.26,15.81
2021-11-13,42,United States,American Eagle,Womens Apparel,Others,8781663.81,5790364.99,2991298.83,2325601.44,665697.39,234056,34.06,7.58
2021-11-13,42,United States,American Eagle,Womens Apparel,Tops,12701654.58,8212509.45,4489145.14,3729260.52,759884.62,310580,35.34,5.98
2021-11-20,43,Canada,Aerie,Accessories,N/A,709304.81,383151.34,326153.48,212630.5,113522.98,23584,45.98,16.0
2021-11-20,43,Canada,Aerie,Activewear,N/A,1464511.25,818890.9,645620.35,414612.65,231007.7,56384,44.08,15.77
2021-11-20,43,Canada,Aerie,Intimates,N/A,2512066.68,1409542.96,1102523.72,704477.23,398046.48,74901,43.89,15.85
2021-11-20,43,Canada,Aerie,Swim,N/A,1366385.88,826240.2,540145.67,354386.76,185758.91,41970,39.53,13.59
2021-11-20,43,Canada,Aerie,Tops,N/A,1157268.18,754399.14,402869.04,319167.11,83701.93,36111,34.81,7.23
2021-11-20,43,Canada,American Eagle,Mens Apparel,Accessories,3122048.27,1699582.93,1422465.34,990184.38,432280.96,102074,45.56,13.85
2021-11-20,43,Canada,American Eagle,Mens Apparel,Active Bottoms,3428548.87,2139275.05,1289273.82,1020821.61,268452.21,96441,37.6,7.83
2021-11-20,43,Canada,American Eagle,Mens Apparel,Jeans,7049064.56,4230629.85,2818434.71,1679665.5,1138769.21,187855,39.98,16.15
2021-11-20,43,Canada,American Eagle,Mens Apparel,Others,3376214.2,2181534.26,1194679.94,1106865.46,87814.47,82517,35.39,2.6
2021-11-20,43,Canada,American Eagle,Mens Apparel,Tops,5354291.37,3560054.07,1794237.3,1444513.0,349724.3,132253,33.51,6.53
2021-11-20,43,Canada,American Eagle,Womens Apparel,Accessories,2658903.02,1423426.23,1235476.79,676731.65,558745.13,61807,46.47,21.01
2021-11-20,43,Canada,American Eagle,Womens Apparel,Dresses,2859906.86,1600317.93,1259588.92,790916.96,468671.97,80052,44.04,16.39
2021-11-20,43,Canada,American Eagle,Womens Apparel,Jeans,5743296.57,3356913.53,2386383.04,1507333.38,879049.65,184944,41.55,15.31
2021-11-20,43,Canada,American Eagle,Womens Apparel,Others,2981637.65,1864847.17,1116790.48,824531.11,292259.36,60113,37.46,9.8
2021-11-20,43,Canada,American Eagle,Womens Apparel,Tops,3895774.29,2359950.16,1535824.13,1333360.71,202463.42,111746,39.42,5.2
2021-11-20,43,United States,Aerie,Accessories,N/A,1794081.15,946584.31,847496.84,491777.17,355719.67,55580,47.24,19.83
2021-11-20,43,United States,Aerie,Activewear,N/A,4262522.53,2516640.9,1745881.63,1187559.8,558321.83,134112,40.96,13.1
2021-11-20,43,United States,Aerie,Intimates,N/A,7477809.79,3967790.33,3510019.46,2142669.99,1367349.47,196702,46.94,18.29
2021-11-20,43,United States,Aerie,Swim,N/A,3061949.01,1795930.51,1266018.49,908242.66,357775.83,116650,41.35,11.68
2021-11-20,43,United States,Aerie,Tops,N/A,2875483.8,1842024.1,1033459.7,798041.99,235417.71,75627,35.94,8.19
2021-11-20,43,United States,American Eagle,Mens Apparel,Accessories,7753290.68,4464431.83,3288858.85,2148706.83,1140152.02,210976,42.42,14.71
2021-11-20,43,United States,American Eagle,Mens Apparel,Active Bottoms,6313958.05,3742348.64,2571609.41,1850346.31,721263.11,199035,40.73,11.42
2021-11-20,43,United States,American Eagle,Mens Apparel,Jeans,14849460.52,8315206.82,6534253.7,4422324.42,2111929.28,310142,44.0,14.22
2021-11-20,43,United States,American Eagle,Mens Apparel,Others,7088422.36,4642475.1,2445947.27,2288856.74,157090.52,163819,34.51,2.22
2021-11-20,43,United States,American Eagle,Mens Apparel,Tops,12309175.4,7222105.16,5087070.24,3521714.93,1565355.3,272697,41.33,12.72
2021-11-20,43,United States,American Eagle,Womens Apparel,Accessories,8696198.24,4574315.62,4121882.62,2215953.82,1905928.79,233196,47.4,21.92
2021-11-20,43,United States,American Eagle,Womens Apparel,Dresses,7125306.96,3921386.59,3203920.37,1795567.28,1408353.1,192575,44.97,19.77
2021-11-20,43,United States,American Eagle,Womens Apparel,Jeans,15524483.67,9146952.69,6377530.97,4515572.67,1861958.31,479008,41.08,11.99
2021-11-20,43,United States,American Eagle,Womens Apparel,Others,7685535.81,5054880.29,2630655.52,2218737.74,411917.78,165147,34.23,5.36
2021-11-20,43,United States,American Eagle,Womens Apparel,Tops,11656331.4,7183043.28,4473288.12,3354498.64,1118789.48,364858,38.38,9.6
2021-11-27,44,Canada,Aerie,Accessories,N/A,745093.73,416133.34,328960.39,224392.76,104567.62,19803,44.15,14.03
2021-11-27,44,Canada,Aerie,Activewear,N/A,1844983.16,1075852.5,769130.66,531083.35,238047.31,56547,41.69,12.9
2021-11-27,44,Canada,Aerie,Intimates,N/A,2626133.57,1413463.83,1212669.74,770343.32,442326.42,67811,46.18,16.84
2021-11-27,44,Canada,Aerie,Swim,N/A,987300.49,585647.68,401652.81,265107.94,136544.87,37973,40.68,13.83
2021-11-27,44,Canada,Aerie,Tops,N/A,1108854.65,674567.72,434286.93,300484.55,133802.38,30880,39.17,12.07
2021-11-27,44,Canada,American Eagle,Mens Apparel,Accessories,3587715.32,2016332.68,1571382.64,1008693.5,562689.14,114218,43.8,15.68
2021-11-27,44,Canada,American Eagle,Mens Apparel,Active Bottoms,3285915.85,1913115.82,1372800.03,846336.84,526463.19,67092,41.78,16.02
2021-11-27,44,Canada,American Eagle,Mens Apparel,Jeans,6166183.21,3800929.09,2365254.12,1639492.73,725761.39,128107,38.36,11.77
2021-11-27,44,Canada,American Eagle,Mens Apparel,Others,3096941.74,1949291.38,1147650.36,898217.48,249432.89,72105,37.06,8.05
2021-11-27,44,Canada,American Eagle,Mens Apparel,Tops,5783478.64,3725626.08,2057852.55,1561571.56,496280.99,156539,35.58,8.58
2021-11-27,44,Canada,American Eagle,Womens Apparel,Accessories,2689691.85,1564455.39,1125236.46,797054.52,328181.95,70380,41.84,12.2
2021-11-27,44,Canada,American Eagle,Womens Apparel,Dresses,3534154.54,2015345.49,1518809.05,902367.66,616441.39,79788,42.98,17.44
2021-11-27,44,Canada,American Eagle,Womens Apparel,Jeans,6661583.62,3756387.88,2905195.73,1875291.44,1029904.29,204735,43.61,15.46
2021-11-27,44,Canada,American Eagle,Womens Apparel,Others,3212047.76,2148032.34,1064015.42,857596.47,206418.95,101643,33.13,6.43
2021-11-27,44,Canada,American Eagle,Womens Apparel,Tops,4966209.23,3126789.69,1839419.54,1642760.59,196658.95,116985,37.04,3.96
2021-11-27,44,United States,Aerie,Accessories,N/A,1901623.63,1026685.8,874937.84,535669.06,339268.77,50552,46.01,17.84
2021-11-27,44,United States,Aerie,Activewear,N/A,4021464.15,2288719.99,1732744.16,1132877.71,599866.46,120287,43.09,14.92
2021-11-27,44,United States,Aerie,Intimates,N/A,5881029.97,3260404.14,2620625.83,1718381.21,902244.62,164174,44.56,15.34
2021-11-27,44,United States,Aerie,Swim,N/A,2551777.08,1475619.69,1076157.38,692853.21,383304.17,77121,42.17,15.02
2021-11-27,44,United States,Aerie,Tops,N/A,2573396.79,1588510.25,984886.54,724898.43,259988.1,88637,38.27,10.1
2021-11-27,44,United States,American Eagle,Mens Apparel,Accessories,8909369.24,4752603.45,4156765.79,2685476.42,1471289.37,178856,46.66,16.51
2021-11-27,44,United States,American Eagle,Mens Apparel,Active Bottoms,8024320.16,4660095.01,3364225.15,2111681.09,1252544.06,209658,41.93,15.61
2021-11-27,44,United States,American Eagle,Mens Apparel,Jeans,17994061.11,10112123.77,7881937.34,4869464.34,3012472.99,515100,43.8,16.74
2021-11-27,44,United States,American Eagle,Mens Apparel,Others,8779700.85,6023138.7,2756562.15,2341685.93,414876.22,186251,31.4,4.73
2021-11-27,44,United States,American Eagle,Mens Apparel,Tops,14698124.79,8470501.42,6227623.37,3913606.39,2314016.98,357227,42.37,15.74
2021-11-27,44,United States,American Eagle,Womens Apparel,Accessories,7675618.41,4288971.92,3386646.49,1857181.94,1529464.55,158888,44.12,19.93
2021-11-27,44,United States,American Eagle,Womens Apparel,Dresses,7046696.89,4036138.3,3010558.59,1913334.64,1097223.95,149511,42.72,15.57
2021-11-27,44,United States,American Eagle,Womens Apparel,Jeans,14233004.73,8047607.42,6185397.31,4085204.12,2100193.19,417754,43.46,14.76
2021-11-27,44,United States,American Eagle,Womens Apparel,Others,7693634.61,4996031.53,2697603.08,2401580.09,296022.99,154591,35.06,3.85
2021-11-27,44,United States,American Eagle,Womens Apparel,Tops,14177019.71,8579777.7,5597242.01,4006273.21,1590968.81,290430,39.48,11.22
2021-12-04,45,Canada,Aerie,Accessories,N/A,994975.03,560338.3,434636.74,287795.61,146841.12,36912,43.68,14.76
2021-12-04,45,Canada,Aerie,Activewear,N/A,2276306.39,1433298.38,843008.02,600139.88,242868.14,84230,37.03,10.67
2021-12-04,45,Canada,Aerie,Intimates,N/A,3563857.28,1988697.59,1575159.68,1056025.45,519134.23,128775,44.2,14.57
2021-12-04,45,Canada,Aerie,Swim,N/A,1612100.01,960135.15,651964.86,460171.41,191793.45,53772,40.44,11.9
2021-12-04,45,Canada,Aerie,Tops,N/A,1270215.55,771986.39,498229.16,311820.79,186408.37,40161,39.22,14.68
2021-12-04,45,Canada,American Eagle,Mens Apparel,Accessories,4314092.42,2592487.58,1721604.83,1321902.64,399702.2,129034,39.91,9.27
2021-12-04,45,Canada,American Eagle,Mens Apparel,Active Bottoms,4785509.91,2700484.77,2085025.14,1341230.11,743795.03,148320,43.57,15.54
2021-12-04,45,Canada,American Eagle,Mens Apparel,Jeans,9049370.52,5280361.01,3769009.52,2606095.21,1162914.31,190951,41.65,12.85
2021-12-04,45,Canada,American Eagle,Mens Apparel,Others,4572819.14,2917439.14,1655380.01,1367998.36,287381.65,111213,36.2,6.28
2021-12-04,45,Canada,American Eagle,Mens Apparel,Tops,6914133.67,4174634.56,2739499.11,1819201.43,920297.68,184744,39.62,13.31
2021-12-04,45,Canada,American Eagle,Womens Apparel,Accessories,4357413.6,2311864.39,2045549.2,1218916.33,826632.87,123253,46.94,18.97
2021-12-04,45,Canada,American Eagle,Womens Apparel,Dresses,4138576.21,2345098.28,1793477.93,1289701.5,503776.43,90199,43.34,12.17
2021-12-04,45,Canada,American Eagle,Womens Apparel,Jeans,8332239.77,4554900.07,3777339.69,2399445.76,1377893.93,205767,45.33,16.54
2021-12-04,45,Canada,American Eagle,Womens Apparel,Others,4891171.42,3198511.21,1692660.21,1399837.37,292822.84,103671,34.61,5.99
2021-12-04,45,Canada,American Eagle,Womens Apparel,Tops,6842838.18,4433858.8,2408979.37,2080575.42,328403.96,142152,35.2,4.8
2021-12-04,45,United States,Aerie,Accessories,N/A,3325428.87,1862636.97,1462791.9,862891.05,599900.84,123456,43.99,18.04
2021-12-04,45,United States,Aerie,Activewear,N/A,7009064.03,4330235.43,2678828.61,1749123.89,929704.72,185346,38.22,13.26
2021-12-04,45,United States,Aerie,Intimates,N/A,9766669.99,5379734.34,4386935.66,2843277.28,1543658.37,307037,44.92,15.81
2021-12-04,45,United States,Aerie,Swim,N/A,4241698.62,2375340.25,1866358.36,1394436.58,471921.78,124954,44.0,11.13
2021-12-04,45,United States,Aerie,Tops,N/A,4091393.57,2460918.22,1630475.34,1118523.59,511951.75,105417,39.85,12.51
2021-12-04,45,United States,American Eagle,Mens Apparel,Accessories,11217456.57,6210914.07,5006542.5,2887333.22,2119209.28,305801,44.63,18.89
2021-12-04,45,United States,American Eagle,Mens Apparel,Active Bottoms,12194711.3,7744809.62,4449901.68,3443703.38,1006198.3,304444,36.49,8.25
2021-12-04,45,United States,American Eagle,Mens Apparel,Jeans,26439584.15,15957173.08,10482411.07,7349076.45,3133334.62,627430,39.65,11.85
2021-12-04,45,United States,American Eagle,Mens Apparel,Others,15366085.75,9788128.27,5577957.47,4031623.0,1546334.48,494743,36.3,10.06
2021-12-04,45,United States,American Eagle,Mens Apparel,Tops,22424528.56,13670843.98,8753684.58,6041526.33,2712158.25,454429,39.04,12.09
2021-12-04,45,United States,American Eagle,Womens Apparel,Accessories,12805980.44,6985276.78,5820703.66,3383986.66,2436717.0,309484,45.45,19.03
2021-12-04,45,United States,American Eagle,Womens Apparel,Dresses,11019689.41,6568084.87,4451604.54,2677119.27,1774485.27,267194,40.4,16.1
2021-12-04,45,United States,American Eagle,Womens Apparel,Jeans,27923664.86,16623583.64,11300081.21,7188633.35,4111447.87,829179,40.47,14.72
2021-12-04,45,United States,American Eagle,Womens Apparel,Others,10535673.08,6925928.01,3609745.07,2995040.85,614704.22,242852,34.26,5.83
2021-12-04,45,United States,American Eagle,Womens Apparel,Tops,18060396.24,11104947.59,6955448.65,5551270.81,1404177.84,438334,38.51,7.77
2021-12-11,46,Canada,Aerie,Accessories,N/A,1010194.96,546592.21,463602.75,283240.11,180362.64,25583,45.89,17.85
2021-12-11,46,Canada,Aerie,Activewear,N/A,2672119.06,1619497.94,1052621.12,722066.1,330555.03,89054,39.39,12.37
2021-12-11,46,Canada,Aerie,Intimates,N/A,3195829.77,1772797.34,1423032.43,873887.73,549144.7,99978,44.53,17.18
2021-12-11,46,Canada,Aerie,Swim,N/A,1256260.49,730336.37,525924.12,362597.77,163326.35,38973,41.86,13.0
2021-12-11,46,Canada,Aerie,Tops,N/A,1635117.72,978717.19,656400.52,434351.4,222049.12,63423,40.14,13.58
2021-12-11,46,Canada,American Eagle,Mens Apparel,Accessories,3836308.79,2133407.38,1702901.41,1017024.11,685877.3,80933,44.39,17.88
2021-12-11,46,Canada,American Eagle,Mens Apparel,Active Bottoms,3317455.22,2024479.31,1292975.91,875706.82,417269.08,72343,38.97,12.58
2021-12-11,46,Canada,American Eagle,Mens Apparel,Jeans,7345965.28,4190786.74,3155178.54,1800217.58,1354960.96,203567,42.95,18.44
2021-12-11,46,Canada,American Eagle,Mens Apparel,Others,3554900.32,2385610.81,1169289.51,1025788.84,143500.67,92103,32.89,4.04
2021-12-11,46,Canada,American Eagle,Mens Apparel,Tops,6878142.16,4289678.54,2588463.62,1787557.61,800906.01,207204,37.63,11.64
2021-12-11,46,Canada,American Eagle,Womens Apparel,Accessories,3806878.54,2134866.36,1672012.18,1134062.31,537949.87,100261,43.92,14.13
2021-12-11,46,Canada,American Eagle,Womens Apparel,Dresses,4094165.69,2408393.6,1685772.09,1179771.26,506000.83,99831,41.17,12.36
2021-12-11,46,Canada,American Eagle,Womens Apparel,Jeans,8087778.78,4836195.6,3251583.18,2306767.66,944815.52,260099,40.2,11.68
2021-12-11,46,Canada,American Eagle,Womens Apparel,Others,3548125.86,2445238.87,1102886.99,948876.31,154010.68,87529,31.08,4.34
2021-12-11,46,Canada,American Eagle,Womens Apparel,Tops,6112048.37,3823062.09,2288986.28,1442291.41,846694.87,152562,37.45,13.85
2021-12-11,46,United States,Aerie,Accessories,N/A,3340542.35,1823247.77,1517294.58,948606.7,568687.88,94935,45.42,17.02
2021-12-11,46,United States,Aerie,Activewear,N/A,8464015.82,5122452.06,3341563.76,2258803.76,1082760.0,321269,39.48,12.79
2021-12-11,46,United States,Aerie,Intimates,N/A,9747676.08,5552030.82,4195645.26,2676242.01,1519403.25,287195,43.04,15.59
2021-12-11,46,United States,Aerie,Swim,N/A,4764928.98,2701285.34,2063643.64,1343058.01,720585.63,190160,43.31,15.12
2021-12-11,46,United States,Aerie,Tops,N/A,3838040.37,2396513.72,1441526.65,1059782.32,381744.33,139999,37.56,9.95
2021-12-11,46,United States,American Eagle,Mens Apparel,Accessories,10012387.94,5801275.6,4211112.34,2550601.81,1660510.53,244983,42.06,16.58
2021-12-11,46,United States,American Eagle,Mens Apparel,Active Bottoms,11819719.55,7180914.04,4638805.51,3572670.58,1066134.93,389800,39.25,9.02
2021-12-11,46,United States,American Eagle,Mens Apparel,Jeans,21122005.6,11940692.04,9181313.56,6066673.07,3114640.49,602383,43.47,14.75
2021-12-11,46,United States,American Eagle,Mens Apparel,Others,12002430.09,8060724.13,3941705.97,3427172.57,514533.39,267805,32.84,4.29
2021-12-11,46,United States,American Eagle,Mens Apparel,Tops,20549048.5,12209932.92,8339115.58,6817314.92,1521800.66,476679,40.58,7.41
2021-12-11,46,United States,American Eagle,Womens Apparel,Accessories,13504801.48,7275779.24,6229022.23,3987826.95,2241195.29,290582,46.12,16.6
2021-12-11,46,United States,American Eagle,Womens Apparel,Dresses,12806675.41,6961005.81,5845669.61,3542551.13,2303118.48,263520,45.65,17.98
2021-12-11,46,United States,American Eagle,Womens Apparel,Jeans,25533955.76,15431138.07,10102817.68,7845755.52,2257062.16,552956,39.57,8.84
2021-12-11,46,United States,American Eagle,Womens Apparel,Others,10139006.24,6642529.39,3496476.86,3058352.62,438124.24,318969,34.49,4.32
2021-12-11,46,United States,American Eagle,Womens Apparel,Tops,19856269.35,12995895.29,6860374.06,5286955.53,1573418.54,550716,34.55,7.92
2021-12-18,47,Canada,Aerie,Accessories,N/A,1342602.6,724689.11,617913.49,392542.79,225370.7,52481,46.02,16.79
2021-12-18,47,Canada,Aerie,Activewear,N/A,2687798.23,1633345.79,1054452.44,730488.46,323963.98,76998,39.23,12.05
2021-12-18,47,Canada,Aerie,Intimates,N/A,4470902.79,2411714.53,2059188.26,1241402.21,817786.05,129098,46.06,18.29
2021-12-18,47,Canada,Aerie,Swim,N/A,1713884.99,1016391.22,697493.77,404669.41,292824.36,47305,40.7,17.09
2021-12-18,47,Canada,Aerie,Tops,N/A,1913577.75,1240429.13,673148.62,530566.34,142582.28,56239,35.18,7.45
2021-12-18,47,Canada,American Eagle,Mens Apparel,Accessories,5224726.92,2923994.62,2300732.3,1602740.07,697992.23,122179,44.04,13.36
2021-12-18,47,Canada,American Eagle,Mens Apparel,Active Bottoms,5682944.03,3373399.53,2309544.5,1431312.72,878231.78,134313,40.64,15.45
2021-12-18,47,Canada,American Eagle,Mens Apparel,Jeans,11806561.36,6989943.47,4816617.89,3156311.48,1660306.42,329448,40.8,14.06
2021-12-18,47,Canada,American Eagle,Mens Apparel,Others,5810167.32,3849660.5,1960506.83,1594598.84,365907.99,150748,33.74,6.3
2021-12-18,47,Canada,American Eagle,Mens Apparel,Tops,8431982.32,5417757.45,3014224.87,2397249.8,616975.07,220507,35.75,7.32
2021-12-18,47,Canada,American Eagle,Womens Apparel,Accessories,5481798.23,3033610.95,2448187.28,1714349.07,733838.21,140791,44.66,13.39
2021-12-18,47,Canada,American Eagle,Womens Apparel,Dresses,5323703.89,3097027.91,2226675.97,1433974.52,792701.46,153982,41.83,14.89
2021-12-18,47,Canada,American Eagle,Womens Apparel,Jeans,8467284.03,4956564.53,3510719.49,2368768.84,1141950.66,233898,41.46,13.49
2021-12-18,47,Canada,American Eagle,Womens Apparel,Others,5605425.15,3882411.4,1723013.74,1702275.8,20737.94,114117,30.74,0.37
2021-12-18,47,Canada,American Eagle,Womens Apparel,Tops,10193628.44,6260205.38,3933423.06,2905065.39,1028357.67,234551,38.59,10.09
2021-12-18,47,United States,Aerie,Accessories,N/A,3257724.53,1831687.1,1426037.43,908446.38,517591.05,104277,43.77,15.89
2021-12-18,47,United States,Aerie,Activewear,N/A,6712997.01,4050722.64,2662274.37,1556577.77,1105696.6,174619,39.66,16.47
2021-12-18,47,United States,Aerie,Intimates,N/A,10059720.38,5770076.19,4289644.19,2823542.74,1466101.45,315265,42.64,14.57
